crash_sk,crash_id
1367,20161243
1368,20161244
1369,20161245
1370,20161246
1371,20161247
1372,20161248
1373,20161249
1374,20161250
1375,20161251
1376,20161252
1377,20161253
1378,20161254
1379,20161255
1380,20161256
1381,20161257
1382,20161258
1383,20161259
1384,20161260
1385,20161261
1386,20161262
1387,20161263
1388,20161264
1389,20161265
1390,20161266
1391,20161267
1392,20161268
1393,20161269
1394,20161270
1395,20161271
1396,20161272
1397,20161273
1398,20161274
1399,20161275
1400,20161276
1401,20161277
1402,20161278
1403,20161279
1404,20161280
1405,20161281
1406,20161282
1407,20161283
1408,20161284
1409,20161285
1410,20161286
1411,20161287
1412,20161288
1413,20161289
1414,20161290
1415,20161291
1416,20161292
1417,20161293
1418,20161294
1419,20161295
1420,20161296
1421,20161297
1422,20161298
1423,20161299
1424,20161300
1425,20161301
1426,20161302
1427,20161303
1428,20161304
1429,20161305
1430,20161306
1431,20161307
1432,20161308
1433,20161309
1434,20161310
1435,20161311
1436,20161312
1437,20161313
1438,20161314
1439,20161315
1440,20161316
1441,20161317
1442,20161318
1443,20161319
1444,20161320
1445,20161321
1446,20161322
1447,20161323
1448,20161324
1449,20161325
1450,20161326
1451,20161327
1452,20161328
1453,20161329
1454,20161330
1455,20161331
1456,20161332
1457,20161333
1458,20161334
1459,20161335
1460,20161336
1461,20161337
1462,20161338
1463,20161339
1464,20161340
1465,20161341
1466,20161342
1467,20161343
1468,20161344
1469,20161345
1470,20161346
1471,20161347
1472,20161348
1473,20161349
1474,20161350
1475,20161351
1476,20161352
1477,20161353
1478,20161354
1479,20161355
1480,20161356
1481,20164001
1482,20164002
1483,20164003
1484,20164004
1485,20164005
1486,20164006
1487,20164007
1488,20164008
1489,20164009
1490,20164010
1491,20164011
1492,20164012
1493,20164013
1494,20164014
1495,20164015
1496,20164016
1497,20164017
1498,20164018
1499,20164019
1500,20164020
1501,20164021
1502,20164022
1503,20164023
1504,20164024
1505,20164025
1506,20164026
1507,20164027
1508,20164028
1509,20164029
1510,20164030
1511,20164031
1512,20164032
1513,20164033
1514,20164034
1515,20164035
1516,20164036
1517,20164037
1518,20164038
1519,20164039
1520,20164040
1521,20164041
1522,20164042
1523,20164043
1524,20164044
1525,20164045
1526,20164046
1527,20164047
1528,20164048
1529,20164049
1530,20164050
1531,20164051
1532,20164052
1533,20164053
1534,20164054
1535,20164055
1536,20164056
1537,20164057
1538,20164058
1539,20164059
1540,20164060
1541,20164061
1542,20164062
1543,20164063
1544,20164064
1545,20164065
1546,20164066
1547,20164067
1548,20164068
1549,20164069
1550,20164070
1551,20164071
1552,20164072
1553,20164073
1554,20164074
1555,20164075
1556,20164076
1557,20165001
1558,20165002
1559,20165003
1560,20165004
1561,20165005
1562,20165006
1563,20165007
1564,20165009
1565,20165010
1566,20165011
1567,20165012
1568,20165013
1569,20165014
1570,20165015
1571,20165016
1572,20165017
1573,20165018
1574,20165019
1575,20165020
1576,20165021
1577,20165022
1578,20165023
1579,20165024
1580,20165025
1581,20165026
1582,20165027
1583,20165028
1584,20165029
1585,20165030
1586,20165031
1587,20165035
1588,20165036
1589,20165037
1590,20165038
1591,20165039
1592,20165041
1593,20165042
1594,20165043
1595,20165044
1596,20165046
1597,20165047
1598,20165048
1599,20165050
1600,20165051
1601,20165053
1602,20165054
1603,20165055
1604,20165056
1605,20165057
1606,20165058
1607,20165059
1608,20165060
1609,20165061
1610,20165062
1611,20165063
1612,20165064
1613,20165065
1614,20165066
1615,20165067
1616,20165068
1617,20165069
1618,20165070
1619,20165071
1620,20165073
1621,20165075
1622,20165076
1623,20165077
1624,20165078
1625,20165079
1626,20165081
1627,20165082
1628,20165083
1629,20165084
1630,20165085
1631,20165086
1632,20165087
1633,20165088
1634,20165089
1635,20165090
1636,20165091
1637,20165092
1638,20165093
1639,20165094
1640,20165095
1641,20165096
1642,20165097
1643,20165098
1644,20165099
1645,20165100
1646,20165101
1647,20165102
1648,20165103
1649,20165105
1650,20165106
1651,20165109
1652,20165110
1653,20165112
1654,20165113
1655,20165114
1656,20165116
1657,20165117
1658,20165118
1659,20165119
1660,20165120
1661,20165121
1662,20165122
1663,20165123
1664,20165126
1665,20165127
1666,20165128
1667,20165129
1668,20165131
1669,20165133
1670,20165135
1671,20165136
1672,20165137
1673,20165138
1674,20165139
1675,20165140
1676,20165141
1677,20165142
1678,20165143
1679,20165144
1680,20165145
1681,20165146
1682,20165147
1683,20165148
1684,20165149
1685,20165150
1686,20165151
1687,20165152
1688,20165153
1689,20165154
1690,20165155
1691,20165156
1692,20165157
1693,20165158
1694,20165159
1695,20165160
1696,20165161
1697,20165162
1698,20165163
1699,20165164
1700,20165165
1701,20165166
1702,20165167
1703,20165168
1704,20165169
1705,20165170
1706,20166001
1707,20166002
1708,20166003
1709,20166004
1710,20166005
1711,20166006
1712,20166007
1713,20166008
1714,20166009
1715,20166010
1716,20166011
1717,20166012
1718,20166013
1719,20166014
1720,20166015
1721,20166016
1722,20166017
1723,20166018
1724,20166019
1725,20166020
1726,20166021
1727,20166022
1728,20166023
1729,20166024
1730,20166025
1731,20166026
1732,20166027
1733,20166028
1734,20166029
1735,20166030
1736,20166031
1737,20166032
1738,20166033
1739,20167001
1740,20167002
1741,20167003
1742,20167004
1743,20167005
1744,20167006
1745,20167007
1746,20167009
1747,20167010
1748,20167011
1749,20167012
1750,20167013
1751,20167014
1752,20167015
1753,20167016
1754,20167017
1755,20167018
1756,20167019
1757,20167020
1758,20167021
1759,20167022
1760,20167023
1761,20167024
1762,20167025
1763,20167026
1764,20167027
1765,20167028
1766,20167029
1767,20167030
1768,20167031
1769,20167032
1770,20167033
1771,20167034
1772,20167035
1773,20167036
1774,20167037
1775,20167038
1776,20167039
1777,20167040
1778,20168001
1779,20168002
1780,20168003
1781,20168005
1782,20168006
1783,20168007
1784,20168008
1785,20168009
1786,20168010
1787,20168011
1788,20171001
1789,20171002
1790,20171003
1791,20171004
1792,20171005
1793,20171006
1794,20171007
1795,20171008
1796,20171009
1797,20171010
1798,20171011
1799,20171012
1800,20171013
1801,20171014
1802,20171015
1803,20171016
1804,20171017
1805,20171018
1806,20171019
1807,20171020
1808,20171021
1809,20171022
1810,20171023
1811,20171024
1812,20171025
1813,20171026
1814,20171027
1815,20171028
1816,20171029
1817,20171030
1818,20171031
1819,20171032
1820,20171033
1821,20171034
1822,20171035
1823,20171036
1824,20171037
1825,20171038
1826,20171039
1827,20171040
1828,20171041
1829,20171042
1830,20171043
1831,20171044
1832,20171045
1833,20171046
1834,20171047
1835,20171048
1836,20171049
1837,20171050
1838,20171051
1839,20171052
1840,20171053
1841,20171054
1842,20171055
1843,20171056
1844,20171057
1845,20171058
1846,20171059
1847,20171060
1848,20171061
1849,20171062
1850,20171063
1851,20171064
1852,20171065
1853,20171066
1854,20171067
1855,20171068
1856,20171069
1857,20171070
1858,20171071
1859,20171072
1860,20171073
1861,20171074
1862,20171075
1863,20171076
1864,20171077
1865,20171078
1866,20171079
1867,20171080
1868,20171081
1869,20171082
1870,20171083
1871,20171084
1872,20171085
1873,20171086
1874,20171087
1875,20171088
1876,20171089
1877,20171090
1878,20171091
1879,20171092
1880,20171093
1881,20171094
1882,20171095
1883,20171096
1884,20171097
1885,20171098
1886,20171099
1887,20171100
1888,20171101
1889,20171102
1890,20171103
1891,20171104
1892,20171105
1893,20171106
1894,20171107
1895,20171108
1896,20171109
1897,20171110
1898,20171111
1899,20171112
1900,20171113
1901,20171114
1902,20171115
1903,20171116
1904,20171117
1905,20171118
1906,20171119
1907,20171120
1908,20171121
1909,20171122
1910,20171123
1911,20171124
1912,20171125
1913,20171126
1914,20171127
1915,20171128
1916,20171129
1917,20171130
1918,20171131
1919,20171132
1920,20171133
1921,20171134
1922,20171135
1923,20171136
1924,20171137
1925,20171138
1926,20171139
1927,20171140
1928,20171141
1929,20171142
1930,20171143
1931,20171144
1932,20171145
1933,20171146
1934,20171147
1935,20171148
1936,20171149
1937,20171150
1938,20171151
1939,20171152
1940,20171153
1941,20171154
1942,20171155
1943,20171156
1944,20171157
1945,20171158
1946,20171159
1947,20171160
1948,20171161
1949,20171162
1950,20171163
1951,20171164
1952,20171165
1953,20171166
1954,20171167
1955,20171168
1956,20171169
1957,20171170
1958,20171171
1959,20171172
1960,20171173
1961,20171174
1962,20171175
1963,20171176
1964,20171177
1965,20171178
1966,20171179
1967,20171180
1968,20171181
1969,20171182
1970,20171183
1971,20171184
1972,20171185
1973,20171186
1974,20171187
1975,20171188
1976,20171189
1977,20171190
1978,20171191
1979,20171192
1980,20171193
1981,20171194
1982,20171195
1983,20171196
1984,20171197
1985,20171198
1986,20171199
1987,20171200
1988,20171201
1989,20171202
1990,20171203
1991,20171204
1992,20171205
1993,20171206
1994,20171207
1995,20171208
1996,20171209
1997,20171210
1998,20171211
1999,20171212
2000,20171213
2001,20171214
2002,20171215
2003,20171216
2004,20171217
2005,20171218
2006,20171219
2007,20171220
2008,20171221
2009,20171222
2010,20171223
2011,20171224
2012,20171225
2013,20171226
2014,20171227
2015,20171228
2016,20171229
2017,20171230
2018,20171231
2019,20171232
2020,20171233
2021,20171234
2022,20171235
2023,20171236
2024,20171237
2025,20171238
2026,20171239
2027,20171240
2028,20171241
2029,20171242
2030,20171243
2031,20171244
2032,20171245
2033,20171246
2034,20171247
2035,20171248
2036,20171249
2037,20171250
2038,20171251
2039,20171252
2040,20171253
2041,20171254
2042,20171255
2043,20171256
2044,20171257
2045,20171258
2046,20171259
2047,20171260
2048,20171261
2049,20171262
2050,20171263
2051,20171264
2052,20171265
2053,20171266
2054,20171267
2055,20171268
2056,20171269
2057,20171270
2058,20171271
2059,20171272
2060,20171273
2061,20171274
2062,20171275
2063,20171276
2064,20171277
2065,20171278
2066,20171279
2067,20171280
2068,20171281
2069,20171282
2070,20171283
2071,20171284
2072,20171285
2073,20171286
2074,20171287
2075,20171288
2076,20171289
2077,20171290
2078,20171291
2079,20171292
2080,20171293
2081,20171294
2082,20171295
2083,20171296
2084,20171297
2085,20171298
2086,20171299
2087,20171300
2088,20171301
2089,20171302
2090,20171303
2091,20171304
2092,20171305
2093,20171306
2094,20171307
2095,20171308
2096,20171309
2097,20171310
2098,20171311
2099,20171312
2100,20171313
2101,20171314
2102,20171315
2103,20171316
2104,20171317
2105,20171318
2106,20171319
2107,20171320
2108,20171321
2109,20171322
2110,20171323
2111,20171324
2112,20171325
2113,20171326
2114,20171327
2115,20171328
2116,20171329
2117,20171330
2118,20171331
2119,20171332
2120,20171333
2121,20171334
2122,20171335
2123,20171336
2124,20171337
2125,20171338
2126,20171339
2127,20171340
2128,20171341
2129,20171342
2130,20171343
2131,20171344
2132,20171345
2133,20171346
2134,20171347
2135,20171348
2136,20171349
2137,20171350
2138,20171351
2139,20172001
